,id,combined_features,popularity,vote_average,points,release_date
4150,174311,all is bright christmas tree salesman french canadian paul rudd paul giamatti sally hawkins peter hermann michael drayer comedy drama phil morrison 2013 film films movies movie actor actress director,3.613577,5.3,689.4704916,2013-09-10
4352,7944,shine a light new york film director legend song public mick jagger keith richards charlie watts ronnie wood christina aguilera documentary music martin scorsese 2008 film films movies movie actor actress director,2.162522,7.2,685.0869696,2008-02-07
3847,14256,winter passing independent film book editor zooey deschanel will ferrell ed harris amy madigan amelia warner comedy drama adam rapp 2006 film films movies movie actor actress director,3.643608,6.7,683.5408608,2006-02-07
1223,10385,hanging up sister sister relationship cheating amnesia crisis line telephone meg ryan diane keaton lisa kudrow walter matthau adam arkin comedy drama diane keaton 2000 film films movies movie actor actress director,3.415534,5.0,683.1068,2000-02-16
786,381902,the monkey king 2 monkey king aaron kwok gong li william feng xiao shen yang him law action adventure fantasy soi cheang 2016 film films movies movie actor actress director,4.7262900000000005,6.0,680.58576,2016-01-22
4634,14290,better luck tomorrow  parry shen jason tobin sung kang karin anna cheung roger fan crime drama justin lin 2002 film films movies movie actor actress director,3.877036,6.5,680.419818,2002-01-12
4148,198062,coffee town coffee shop slacker thirty something carefree glenn howerton steve little ben schwartz adrianne palicki josh groban comedy brad copeland 2013 film films movies movie actor actress director,2.253589,6.7,679.4570835,2013-07-09
3138,43090,gunless gunslinger bounty hunter blacksmith duel wild west sienna guillory tyler mane callum keith rennie dustin milligan graham greene drama action comedy western william phillips 2010 film films movies movie actor actress director,3.753703,6.7,679.0448727,2010-04-30
1636,18550,fled hacker undercover agent mafia chain gang fugitive laurence fishburne stephen baldwin salma hayek will patton robert john burke action comedy thriller kevin hooks 1996 film films movies movie actor actress director,2.77255,5.2,677.61122,1996-07-19
4449,14823,london to brighton suspense georgia groome johnny harris sam spruell lorraine stanley alexander morton crime drama thriller paul andrew williams 2006 film films movies movie actor actress director,3.060685,6.5,676.411385,2006-12-01
4335,5769,tom jones from rags to riches tutor squire albert finney susannah york hugh griffith edith evans joan greenwood adventure comedy history romance tony richardson 1963 film films movies movie actor actress director,2.833166,6.1,674.0101913999999,1963-10-06
2266,44638,the tempest shakespeare sword island frog sorcery helen mirren felicity jones reeve carney david strathairn tom conti drama fantasy julie taymor 2010 film films movies movie actor actress director,3.620537,6.0,673.419882,2010-12-10
3467,25066,tales from the hood prison child abuse ku klux klan police brutality ghetto clarence williams iii corbin bernsen david alan grier wings hauser duane whitaker crime horror thriller rusty cundieff 1995 film films movies movie actor actress director,3.89204,5.4,672.544512,1995-05-24
2801,21612,the funeral suicide bedroom strike great depression trade union christopher walken chris penn annabella sciorra isabella rossellini vincent gallo crime drama abel ferrara 1996 film films movies movie actor actress director,2.950618,7.3,667.7248533999999,1996-01-26
2399,175541,black nativity musical based on stage musical woman director based on the bible nativity forest whitaker angela bassett jennifer hudson tyrese gibson jacob latimore drama music kasi lemmons 2013 film films movies movie actor actress director,7.180403,5.8,666.3413984,2013-11-27
3194,12454,all or nothing  james corden timothy spall ruth sheen lesley manville sally hawkins comedy drama mike leigh 2002 film films movies movie actor actress director,2.872281,7.0,663.496911,2002-05-17
1934,20309,say it isn't so  chris klein heather graham orlando jones sally field richard jenkins comedy romance j.b. rogers 2001 film films movies movie actor actress director,2.909346,4.8,656.3484576,2001-03-12
3978,351043,amnesiac  kate bosworth wes bentley shashawnee hall richard riehle patrick bauchau thriller mystery drama horror michael polish 2015 film films movies movie actor actress director,3.077885,4.1,656.205082,2015-08-14
1306,257932,dragon nest: warriors' dawn  carrie-anne moss lucas grabeel blythe auffarth charlie schlatter simon jaglom adventure family fantasy animation yuefeng song 2014 film films movies movie actor actress director,5.057695,6.8,653.4541939999999,2014-05-20
2833,19084,johnson family vacation  cedric the entertainer vanessa williams steve harvey shari headley shad moss comedy family christopher erskin 2004 film films movies movie actor actress director,4.623609,4.7,651.9288690000001,2004-04-07
2494,18840,the white countess  ralph fiennes natasha richardson hiroyuki sanada lynn redgrave vanessa redgrave drama history family romance james ivory 2005 film films movies movie actor actress director,4.4885470000000005,6.9,650.3904603000001,2005-10-30
2704,1123,catch a fire police brutality resistance south africa apartheid african national congress tim robbins derek luke bonnie henna mncedisi shabangu tumisho masha action drama thriller phillip noyce 2006 film films movies movie actor actress director,4.052219,6.4,648.35504,2006-10-27
4373,13132,all the real girls southern usa small town virgin independent film best friend paul schneider zooey deschanel danny mcbride maurice compte heather mccomb drama romance david gordon green 2003 film films movies movie actor actress director,3.65924,5.9,647.6854800000001,2003-08-01
3923,7509,water site of pilgrimage widow varanasi hinduism child bride lisa ray sarala john abraham seema biswas waheeda rehman drama foreign romance deepa mehta 2005 film films movies movie actor actress director,2.787375,6.8,644.4411,2005-09-08
3833,26268,harper private eye lew harper paul newman lauren bacall julie harris arthur hill janet leigh action drama thriller crime mystery jack smight 1966 film films movies movie actor actress director,2.938973,6.2,637.7571409999999,1966-02-23
1522,32274,cradle will rock  hank azaria rub\u00e9n blades joan cusack john cusack bill murray drama tim robbins 1999 film films movies movie actor actress director,4.901553,7.2,635.2412688000001,1999-12-10
2599,15237,de-lovely musical biography hollywood theater kevin kline ashley judd jonathan pryce kevin mcnally sandra nelson drama music irwin winkler 2004 film films movies movie actor actress director,3.138118,6.3,632.6445888,2004-07-02
4364,32456,two girls and a guy love revenge loft analingus actor robert downey jr. natasha gregson wagner heather graham angel david frederique van der wal drama romance james toback 1997 film films movies movie actor actress director,4.86805,5.4,630.8992800000001,1997-09-07
3617,12484,the forsaken vampire full moon poster hitchhiker homoeroticism kerr smith brendan fehr izabella miko johnathon schaech phina oruche action adventure horror thriller j.s. cardone 2001 film films movies movie actor actress director,2.739307,4.9,630.8624021,2001-04-27
1949,39845,love ranch independent film helen mirren joe pesci sergio peris-mencheta gina gershon bai ling drama taylor hackford 2010 film films movies movie actor actress director,5.000126,6.0,630.0158759999999,2010-06-30
2230,10929,willard bad boss evil mother revenge humiliation obedience crispin glover r. lee ermey laura harring jackie burroughs ashlyn gere horror glen morgan 2003 film films movies movie actor actress director,1.322528,5.8,628.9943168,2003-03-14
2933,28932,f.i.s.t.  sylvester stallone rod steiger peter boyle melinda dillon david huffman drama action norman jewison 1978 film films movies movie actor actress director,3.375208,6.4,626.4386048000001,1978-04-26
4457,905,pandora's box london england casino irony forbidden love loss of husband louise brooks fritz kortner francis lederer carl goetz krafft-raschig drama thriller romance g.w. pabst 1929 film films movies movie actor actress director,1.824184,7.6,623.870928,1929-01-30
3857,256740,wicked blood  abigail breslin james purefoy sean bean alexa penavega jake busey action drama thriller mark young 2014 film films movies movie actor actress director,3.158056,5.3,619.2947816000001,2014-03-04
3510,183894,emma  romola garai michael gambon jonny lee miller louise dylan blake ritson romance comedy drama jim o'hanlon 2009 film films movies movie actor actress director,2.135689,7.6,616.7869832,2009-10-11
3975,248,pocketful of miracles dude prohibition deception new york city apple glenn ford bette davis hope lange arthur o'connell peter falk comedy drama frank capra 1961 film films movies movie actor actress director,3.370225,7.3,615.0660624999999,1961-12-18
3929,24126,warlock: the armageddon armageddon warlock julian sands chris young paula marshall joanna pacula steve kahan fantasy horror science fiction anthony hickox 1993 film films movies movie actor actress director,3.107149,5.2,613.9726424,1993-05-01
3493,18602,morvern callar independent film woman director samantha morton kathleen mcdermott james wilson dolly wells paul popplewell drama lynne ramsay 2002 film films movies movie actor actress director,2.507912,7.2,613.9368576,2002-01-01
4279,38570,the 41–year–old virgin who knocked up sarah marshall and felt superbad about it duringcreditsstinger bryan callen noureen dewulf mircea monroe stephen kramer glickman austin michael scott comedy craig moss 2010 film films movies movie actor actress director,5.628399,3.2,612.3698112000001,2010-06-08
3008,26352,a low down dirty shame fbi drug crime violence drug private detective keenen ivory wayans charles s. dutton jada pinkett smith salli richardson-whitfield andrew divoff action comedy crime keenen ivory wayans 1994 film films movies movie actor actress director,3.290639,6.0,612.058854,1994-11-23
2957,62728,brighton rock waitress riot gang war nightmare prayer andy serkis helen mirren john hurt sam riley andrea riseborough drama thriller crime rowan joffe 2010 film films movies movie actor actress director,3.1221520000000003,5.6,611.941792,2010-09-13
4136,12612,freeze frame loss of family camcorder alibi suspect murder lee evans sean mcginley ian mcneice colin salmon thriller drama crime john simpson 2004 film films movies movie actor actress director,4.922397,6.9,611.3617074000001,2004-05-01
2357,38665,the legend of the lone ranger lone ranger wild bill hickok buffalo bill the lone ranger christopher lloyd matt clark juanin clay jason robards john bennett perry action adventure romance western william a. fraker 1981 film films movies movie actor actress director,11.725805,3.7,607.396699,1981-08-20
2867,19419,screwed  norm macdonald dave chappelle danny devito elaine stritch daniel benzali action comedy scott alexander 2000 film films movies movie actor actress director,5.359381,4.9,604.0022387,2000-05-12
3644,8744,albino alligator brother brother relationship bar gun hostage siege matt dillon faye dunaway gary sinise william fichtner viggo mortensen crime drama thriller kevin spacey 1996 film films movies movie actor actress director,2.3886830000000003,5.6,601.948116,1996-09-09
1285,19495,nomad: the warrior  kuno becker jay hernandez jason scott lee doskhan zholzhaksynov ayanat ksenbai action history war sergei bodrov jr. 2005 film films movies movie actor actress director,8.212017999999999,4.3,600.2985157999999,2005-07-17
1288,26486,the last shot  matthew broderick alec baldwin toni collette calista flockhart ray liotta action comedy jeff nathanson 2004 film films movies movie actor actress director,6.7698,5.9,599.1273,2004-09-24
3293,13197,10th & wolf undercover mafia mobster crime family james marsden brian dennehy leo rossi dennis hopper giovanni ribisi action crime drama mystery thriller robert moresco 2006 film films movies movie actor actress director,3.942464,6.3,596.1005568,2006-02-19
2185,18357,the country bears human animal relationship musical clowning bear social satire haley joel osment diedrich bader candy ford james gammon brad garrett adventure comedy family peter hastings 2002 film films movies movie actor actress director,6.908351,4.3,594.1181859999999,2002-07-26
2492,8854,steel dc comics los angeles soldier military shaquille o'neal annabeth gish richard roundtree judd nelson irma p. hall science fiction action adventure kenneth johnson 1997 film films movies movie actor actress director,2.848727,4.3,587.9772528,1997-08-15
3710,39800,life during wartime dark comedy independent film ally sheedy paul reubens shirley henderson allison janney michael kenneth williams comedy drama todd solondz 2009 film films movies movie actor actress director,3.108881,6.3,587.5785089999999,2009-10-10
2507,18777,slow burn  ray liotta ll cool j mekhi phifer jolene blalock chiwetel ejiofor mystery crime drama thriller wayne beach 2005 film films movies movie actor actress director,6.630856,5.5,583.515328,2005-09-12
1667,17186,supercross sport steve howey mike vogel cameron richardson sophia bush channing tatum action adventure drama romance steve boyum 2005 film films movies movie actor actress director,3.71305,5.4,581.46363,2005-08-16
1321,13503,texas rangers underwear tiger racial segregation james van der beek rachael leigh cook ashton kutcher dylan mcdermott usher raymond action western steve miner 2001 film films movies movie actor actress director,5.641978,5.4,578.8669428,2001-11-30
4483,206197,the sisterhood of night witch woman director kara hayward georgie henley olivia dejonge laura fraser kal penn mystery drama thriller caryn waechter 2015 film films movies movie actor actress director,2.868942,6.5,578.091813,2015-04-10
3408,325373,two lovers and a bear small town lovers bear north pole dane dehaan tatiana maslany gordon pinsent john ralston joel gagne drama romance kim nguyen 2016 film films movies movie actor actress director,3.139294,6.8,576.3743784,2016-10-02
4387,251471,a lego brickumentary pop culture fan culture documentary toys jason bateman matthias klie documentary kief davidson 2015 film films movies movie actor actress director,1.631274,6.4,574.208448,2015-07-31
3545,51995,salvation boulevard pastor church service spirituality religion jennifer connelly marisa tomei pierce brosnan ed harris greg kinnear comedy thriller action drama george ratliff 2011 film films movies movie actor actress director,3.653305000000002,5.6,572.8382240000003,2011-07-15
2209,18885,3 ninjas kick back underdog hero friendship treasure hunt friends victor wong max elliott slade sean fox j. evan bonifant caroline junko king adventure action comedy family charles t. kanganis 1994 film films movies movie actor actress director,2.645722,4.5,571.475952,1994-05-06
4532,7301,lonesome jim sexuality parents kids relationship indiana anti hero melancholy casey affleck kevin corrigan liv tyler mary kay place seymour cassel comedy drama romance steve buscemi 2005 film films movies movie actor actress director,3.433625,6.4,571.3552,2005-11-16
4331,26815,rocket singh: salesman of the year ambition bollywood business india struggling career ranbir kapoor sumeet darshan dobhal gauhar khan shazahn padamsee prem chopra drama comedy romance shimit amin 2009 film films movies movie actor actress director,3.000435,7.0,567.082215,2009-12-11
3840,22007,train  thora birch gideon emery gloria votsis derek magyar todd jensen horror thriller gideon raff 2008 film films movies movie actor actress director,3.280081,4.8,566.7979968,2008-10-16
1729,10383,lost souls pedophilia daughter anti-christ incest winona ryder ben chaplin sarah wynter philip baker hall john hurt horror thriller janusz kami\u0144ski 2000 film films movies movie actor actress director,3.312385,4.5,566.417835,2000-10-13
4513,23069,benji hostage affection rescue dog animal actor patsy garrett allen fiuzat cynthia smith peter breck frances bavier adventure family romance joe camp 1974 film films movies movie actor actress director,2.651418,6.1,566.0777429999999,1974-10-17
4489,158752,escape from tomorrow  roy abramsohn elena schuber katelynn rodriguez danielle safady alison lees-taylor horror fantasy randy moore 2013 film films movies movie actor actress director,1.352222,4.8,564.6879071999999,2013-10-11
1350,10219,snow falling on cedars journalist japanese wife fisherman war ethan hawke youki kudoh reeve carney anne suzuki rick yune drama romance scott hicks 1999 film films movies movie actor actress director,2.79483,6.3,563.437728,1999-12-22
3424,34723,the adventures of huck finn southern accent wanted man lynch mob reflection in water lesson elijah wood courtney b. vance robbie coltrane jason robards ron perlman action adventure drama family stephen sommers 1993 film films movies movie actor actress director,2.163683,6.2,563.4230531999999,1993-04-02
3016,88036,sparkle soong sisters duringcreditsstinger whitney houston cee lo green derek luke mike epps carmen ejogo drama music salim akil 2012 film films movies movie actor actress director,2.698185,5.8,563.381028,2012-08-17
4669,35073,"the beast from 20,000 fathoms monster atomic bomb lighthouse arctic rampage paul hubschmid paula raymond cecil kellaway kenneth tobey donald woods adventure horror science fiction eug\u00e8ne louri\u00e9 1953 film films movies movie actor actress director",2.043661,6.7,561.3936767000001,1953-06-13
1669,2008,the promise servant emperor battle assignment cecilia cheung liu ye hong chen cheng qian jang dong-gun fantasy drama action thriller romance chen kaige 2005 film films movies movie actor actress director,3.866026,5.0,560.57377,2005-12-15
3248,16471,modern problems  chevy chase patti d'arbanville dabney coleman mary kay place nell carter comedy ken shapiro 1981 film films movies movie actor actress director,4.293705999999999,5.6,553.0293327999999,1981-12-25
2302,82631,won't back down based on true story viola davis maggie gyllenhaal ving rhames lance reddick rosie perez drama daniel barnz 2012 film films movies movie actor actress director,2.366251,5.8,548.970232,2012-09-28
4395,29015,the specials superhero jordan ladd rob lowe jamie kennedy thomas haden church james gunn action comedy craig mazin 2000 film films movies movie actor actress director,9.055447,5.5,547.8545435,2000-09-22
3114,268171,elsa & fred widower shirley maclaine christopher plummer chris noth marcia gay harden scott bakula comedy family romance michael radford 2014 film films movies movie actor actress director,2.849895,6.2,547.749819,2014-03-07
3203,52010,"ultramarines: a warhammer 40,000 movie  terence stamp john hurt sean pertwee steven waddington donald sumpter animation science fiction martyn pick 2010 film films movies movie actor actress director",3.891186,5.2,546.3225143999999,2010-12-10
4020,19316,saving face lesbian relationship lgbt woman director michelle krusiec joan chen lynn chen ato essandoh jessica hecht comedy romance alice wu 2004 film films movies movie actor actress director,2.487255,6.8,541.2266880000001,2004-09-12
4192,32579,under the same moon independent film woman director kate del castillo adri\u00e1n alonso barona eugenio derbez america ferrera angelina pel\u00e1ez drama patricia riggen 2008 film films movies movie actor actress director,2.756435,7.0,540.26126,2008-03-20
4367,22597,the broken hearts club: a romantic comedy gay roommate male friendship in vitro fertilisation romantic comedy ben weber timothy olyphant matt mcgrath zach braff dean cain comedy drama romance greg berlanti 2000 film films movies movie actor actress director,3.4241580000000003,6.3,539.304885,2000-02-01
2287,26367,i can do bad all by myself aunt duringcreditsstinger tyler perry taraji p. henson adam rodr\u00edguez mary j. blige gladys knight drama comedy tyler perry 2009 film films movies movie actor actress director,2.242809,6.0,538.2741599999999,2009-09-11
3542,193722,r100 dominatrix bdsm nao omori mao daichi shinobu terajima hairi katagiri eriko sat\u00f4 comedy drama hitoshi matsumoto 2013 film films movies movie actor actress director,3.21392,5.4,538.0102079999999,2013-10-05
2107,35688,why did i get married too?  tyler perry janet jackson jill scott sharon leal malik yoba comedy romance tyler perry 2010 film films movies movie actor actress director,2.986286,6.1,528.2739934,2010-04-02
3912,18065,next day air duringcreditsstinger donald faison mike epps wood harris omari hardwick yasiin bey action comedy crime benny boom 2009 film films movies movie actor actress director,2.747402,5.3,524.2043016,2009-02-06
3105,25350,imaginary heroes suicide suicide mission sigourney weaver ryan donowho emile hirsch jeff daniels michelle williams comedy drama dan harris 2004 film films movies movie actor actress director,2.85283,6.3,521.212041,2004-09-14
3636,36351,light sleeper suicide drug dealer redemption addict existentialism willem dafoe susan sarandon dana delany david clennon mary beth hurt drama crime paul schrader 1992 film films movies movie actor actress director,6.063868,5.7,518.460714,1992-08-21
3797,227975,futuro beach germany gay portugal drowning nudity wagner moura clemens schick jesu\u00edta barbosa sabine timoteo sophie charlotte conrad drama karim a\u00efnouz 2014 film films movies movie actor actress director,2.611364,6.4,518.0946176,2014-05-01
3585,19848,the players club strip club stripper dominatrix cat fight lisaraye mccoy dick anthony williams judyann elder chrystale wilson adele givens drama ice cube 1998 film films movies movie actor actress director,5.7698220000000005,6.4,516.9760512000001,1998-04-08
3086,29076,gun shy female nudity drug cartel nervous breakdown sandra bullock liam neeson oliver platt jos\u00e9 z\u00fa\u00f1iga michael delorenzo action comedy romance thriller eric blakeney 2000 film films movies movie actor actress director,3.988432,5.4,516.9007872,2000-02-04
3140,9700,the lost city cuba fidel castro che guevara andy garc\u00eda richard bradford nestor carbonell enrique murciano dominik garc\u00eda-lorido drama romance andy garc\u00eda 2005 film films movies movie actor actress director,3.5885290000000003,6.0,516.7481760000001,2005-09-03
4145,18616,no man's land: the rise of reeker sheriff robber burned alive gore serial killer stephen martines valerie cruz mircea monroe desmond askew michael robert brandon horror thriller dave payne 2008 film films movies movie actor actress director,4.346271,4.4,516.3369948,2008-05-01
1666,6016,the good thief casino monte carlo painting caper independent film nick nolte tch\u00e9ky karyo nutsa kukhianidze marc lavoine sa\u00efd taghmaoui crime drama thriller neil jordan 2003 film films movies movie actor actress director,2.774811,6.0,516.1148460000001,2003-04-03
3308,29461,"soul food sister family relationships unity vivica a. fox nia long michael beach mekhi phifer brandon hammond comedy drama george tillman, jr. 1997 film films movies movie actor actress director",4.105363,6.6,514.8125201999999,1997-09-26
3461,36739,school daze musical samuel l. jackson laurence fishburne giancarlo esposito tisha campbell-martin ossie davis comedy drama spike lee 1988 film films movies movie actor actress director,3.159574,6.2,509.32332880000007,1988-02-12
1469,2162,chill factor  cuba gooding jr. skeet ulrich peter firth david paymer daniel hugh kelly action comedy thriller hugh johnson 1999 film films movies movie actor actress director,3.2769120000000003,5.3,503.66137440000006,1999-09-01
4756,20981,the call of cthulhu obsession nightmare notebook cult h.p. lovecraft matt foyer john bolen ralph lucas chad fifer susan zucker horror thriller fantasy andrew leman 2005 film films movies movie actor actress director,1.777148,6.9,502.7551692,2005-01-01
2410,21765,good boy!  molly shannon liam aiken matthew broderick donald faison cheech marin comedy family science fiction john robert hoffman 2003 film films movies movie actor actress director,3.5603300000000004,4.7,502.00653000000005,2003-10-10
4380,21413,the battle of shaker heights fantasy enemy sister high school battlefield shia labeouf elden henson amy smart billy kay kathleen quinlan comedy drama romance kyle rankin 2003 film films movies movie actor actress director,5.20209,5.6,495.238968,2003-08-22
4265,266034,the blue room murder suspense love affair police interrogation murder trial mathieu amalric l\u00e9a drucker st\u00e9phanie cl\u00e9au laurent poitrenaux drama crime thriller mathieu amalric 2014 film films movies movie actor actress director,2.486992,6.2,493.41921279999997,2014-05-16
3219,10696,glitter talent career woman talent show movie star mariah carey max beesley terrence howard valarie pettiford padma lakshmi drama romance vondie curtis-hall 2001 film films movies movie actor actress director,3.809131,3.4,492.1397252,2001-09-21
2745,15250,this christmas drama family family holiday family feud loretta devine delroy lindo idris elba regina king laz alonso comedy drama preston a. whitmore ii 2007 film films movies movie actor actress director,2.388918,7.1,491.8782162,2007-11-27
4174,542,the crime of padre amaro heart attack drug traffic drug crime mexican province celibacy gael garc\u00eda bernal ana claudia talanc\u00f3n sancho gracia ang\u00e9lica arag\u00f3n ernesto g\u00f3mez cruz drama romance carlos carrera 2002 film films movies movie actor actress director,2.179428,6.2,486.4483296,2002-10-01
2486,40160,meteor meteor disaster disaster film disaster movie sean connery natalie wood karl malden brian keith martin landau action science fiction thriller ronald neame 1979 film films movies movie actor actress director,2.637355,5.1,484.2183779999999,1979-10-19
4257,301325,#horror  taryn manning natasha lyonne chlo\u00eb sevigny balthazar getty timothy hutton drama mystery horror thriller tara subkoff 2015 film films movies movie actor actress director,2.815228,3.3,483.0931247999999,2015-11-20
1460,11876,the horseman on the roof italian new love provence horse exile juliette binoche olivier martinez pierre arditi fran\u00e7ois cluzet g\u00e9rard depardieu war adventure drama romance jean-paul rappeneau 1995 film films movies movie actor actress director,2.877488,6.7,481.97924,1995-09-20
3221,19644,silmido prison island korea sol kyung-gu heo jun-ho ahn sung-ki jung jae-young im won-hee action drama history kang woo-suk 2003 film films movies movie actor actress director,2.60632,6.6,481.647936,2003-12-24
3076,25520,the house of mirth  gillian anderson dan aykroyd eleanor bron terry kinney anthony lapaglia drama romance terence davies 2000 film films movies movie actor actress director,3.007816,6.4,481.25056000000006,2000-09-23
4168,356987,abandoned supervivencia dominic purcell peter feeney owen black siobhan marshall serena cotton drama thriller john laing 2015 film films movies movie actor actress director,3.068463,5.8,480.5213058,2015-08-30
3294,10913,dear wendy underdog secret society friendship pistol self esteem jamie bell bill pullman michael angarano danso gordon alison pill comedy crime drama romance thomas vinterberg 2005 film films movies movie actor actress director,2.597665,5.6,480.04849199999995,2005-01-22
2876,14778,last orders based on novel war veteran male friendship death of a friend friendship michael caine tom courtenay david hemmings bob hoskins helen mirren comedy drama fred schepisi 2001 film films movies movie actor actress director,3.603842,6.0,475.707144,2001-09-10
4762,18292,george washington independent film candace evanofski donald holden damian jewan lee curtis cotton iii rachael handy drama david gordon green 2000 film films movies movie actor actress director,2.058834,6.4,474.35535360000006,2000-10-01
3652,18442,decoys  kim poirier stefanie von pfetten elias toufexis meghan ory ennis esmer horror science fiction thriller matthew hastings 2004 film films movies movie actor actress director,3.0543400000000003,4.7,473.728134,2004-02-27
2598,37718,the muse screenwriter muse albert brooks sharon stone andie macdowell jeff bridges cybill shepherd fantasy comedy albert brooks 1999 film films movies movie actor actress director,2.857936,5.3,469.5588848,1999-08-27
3249,385736,kicks blow job cigarette smoking illegal drugs smoking weed shoes mahershala ali kofi siriboe christopher meyer natalie stephany aguilar christopher jordan wallace adventure justin tipping 2016 film films movies movie actor actress director,3.4679230000000003,7.5,468.16960500000005,2016-09-09
4299,176124,home run baseball scott elrod dorian brown charles henry wyson james devoti nicole leigh drama david boyd 2013 film films movies movie actor actress director,3.085411,6.3,466.51414320000003,2013-04-19
3416,41009,perrier’s bounty suspense cillian murphy brendan gleeson jim broadbent padraic delaney natalie britton action comedy crime drama ian fitzgibbon 2009 film films movies movie actor actress director,3.810943,5.1,466.45942319999995,2009-09-11
2603,12257,home fries waitress infidelity planned murder pregnancy and birth funeral drew barrymore catherine o'hara luke wilson jake busey shelley duvall drama comedy romance dean parisot 1998 film films movies movie actor actress director,3.033471,4.8,465.94114559999997,1998-11-25
1904,1831,the next best thing gay parents kids relationship custody battle flush yoga madonna rupert everett benjamin bratt malcolm stumpf josef sommer comedy john schlesinger 2000 film films movies movie actor actress director,3.707511,4.3,462.3266216999999,2000-03-03
3803,121676,inescapable woman director alexander siddig joshua jackson marisa tomei oded fehr saad siddiqui thriller romance ruba nadda 2012 film films movies movie actor actress director,6.783053,5.2,458.5343828,2012-09-14
999,10416,what planet are you from? noises alien life-form erection neue frau alien garry shandling annette bening john goodman greg kinnear linda fiorentino comedy drama romance science fiction mike nichols 2000 film films movies movie actor actress director,2.275331,5.4,454.61113380000006,2000-03-03
1943,22256,without limits running olympic games sport athlete billy crudup donald sutherland monica potter jeremy sisto matthew lillard drama robert towne 1998 film films movies movie actor actress director,3.849873,6.2,453.51503940000003,1998-09-11
2634,31306,crazy in alabama  melanie griffith david morse lucas black cathy moriarty meat loaf comedy drama antonio banderas 1999 film films movies movie actor actress director,5.770246,6.5,450.07918800000004,1999-10-22
3872,12586,bella waitress beach independent film soccer girl tammy blanchard ang\u00e9lica arag\u00f3n ali landry jaime tirelli manny p\u00e9rez drama romance alejandro monteverde 2006 film films movies movie actor actress director,1.814802,6.7,449.8894158,2006-09-09
1734,17834,a simple wish magic wish kids fairy godmother martin short kathleen turner mara wilson robert pastorelli deborah odell adventure comedy family fantasy michael ritchie 1997 film films movies movie actor actress director,1.767479,5.5,447.172187,1997-07-11
4196,24066,"happy, texas small town texas con man fraud independent film steve zahn william h. macy jeremy northam ally walker ron perlman comedy crime mark illsley 1999 film films movies movie actor actress director",2.079125,5.5,445.9723125,1999-12-03
3786,27723,psycho beach party gay dancing detective confession beach lauren ambrose nicholas brendon amy adams charles busch thomas gibson comedy robert lee king 2000 film films movies movie actor actress director,2.855963,6.0,445.5302280000001,2000-08-06
4357,83860,october baby adoption college rachel hendrix  jason burkey robert amaya  john schneider drama andrew erwin 2011 film films movies movie actor actress director,1.86221,6.8,443.20597999999995,2011-10-30
1624,53113,one true thing dysfunctional family cancer death of parent meryl streep ren\u00e9e zellweger william hurt tom everett scott lauren graham drama romance carl franklin 1998 film films movies movie actor actress director,2.644427,6.2,442.67707979999994,1998-09-18
4682,69270,super hybrid  shannon beckner oded fehr ryan kennedy adrien dorval duncan fisher horror eric valette 2010 film films movies movie actor actress director,4.009379,4.6,442.63544160000004,2010-01-01
1932,24264,sheena africa mercenary adventure female hero jungle girl tanya roberts ted wass donovan scott elizabeth of toro france zobda action adventure comedy fantasy science fiction john guillermin 1984 film films movies movie actor actress director,4.020194,5.0,442.22134,1984-08-17
3368,14578,outside providence suicide sex sexuality college police shawn hatosy amy smart alec baldwin jon abrahams richard jenkins romance comedy drama michael corrente 1999 film films movies movie actor actress director,2.627232,5.6,441.37497599999995,1999-08-16
4683,5759,baghead mumblecore mumblegore ross partridge steve zissis greta gerwig elise muller jett garner drama comedy horror jay duplass 2008 film films movies movie actor actress director,3.299345,5.8,440.13262299999997,2008-01-21
2908,13889,madadayo  tatsuo matsumura ky\u00f4ko kagawa hisashi igawa george tokoro masayuki yui drama akira kurosawa 1993 film films movies movie actor actress director,2.930853,7.5,439.62795,1993-04-17
2498,12410,good germany nazis nazism euthanasia viggo mortensen jason isaacs mark strong steven mackintosh jodie whittaker drama vicente amorim 2008 film films movies movie actor actress director,2.397987,6.3,438.1122249,2008-12-11
2938,16888,the ladies man female nudity tattoo radio cheat on husband eating contest tim meadows karyn parsons billy dee williams john witherspoon jill talley comedy reginald hudlin 2000 film films movies movie actor actress director,2.259537,5.7,437.8982706,2000-10-13
4570,3062,42nd street philadelphia musical stage show director broken ankle warner baxter bebe daniels george brent ruby keeler guy kibbee music comedy romance lloyd bacon 1933 film films movies movie actor actress director,1.933366,6.1,436.3607062,1933-02-02
2652,15208,bathory: countess of blood sex legend countess anna friel karel roden hans matheson vincent regan franco nero drama fantasy juraj jakubisko 2008 film films movies movie actor actress director,2.500218,5.6,434.03784479999996,2008-07-04
4516,30315,kingdom of the spiders hotel small town siege independent film corpse william shatner tiffany bolling woody strode lieux dressler david mclean horror science fiction john 'bud' cardos 1977 film films movies movie actor actress director,2.537032,5.7,433.832472,1977-08-24
1984,26672,the thief and the cobbler prophecy witch princess battle desert vincent price anthony quayle sean connery joan sims paul matthews adventure fantasy animation science fiction family richard williams 1993 film films movies movie actor actress director,2.439184,6.8,431.2477312,1993-09-23
3022,14544,roll bounce  nick cannon shad moss chi mcbride meagan good brandon t. jackson comedy drama family malcolm d. lee 2005 film films movies movie actor actress director,2.5963380000000003,6.1,427.61686860000003,2005-09-23
